emotion,path
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M016.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M017.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M018.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M019.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M020.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M021.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M024.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M026.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M027.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M028.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M030.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_M031.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F001.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F002.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F003.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F007.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F008.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F009.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F012.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F013.wav
sadness,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F019.wav
sadness,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F021.wav
sadness,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F025.wav
sadness,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F026.wav
sadness,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F027.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F028.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M000.wav
surprise,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M004.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M005.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M010.wav
surprise,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M013.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M014.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M015.wav
sadness,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M020.wav
sadness,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M021.wav
sadness,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M022.wav
sadness,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M025.wav
sadness,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M026.wav
sadness,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M027.wav
sadness,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M028.wav
sadness,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M029.wav
sadness,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M030.wav
sadness,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M031.wav
sadness,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M032.wav
sadness,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M033.wav
sadness,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M034.wav
sadness,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M035.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M036.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F001.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F005.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F007.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F013.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F014.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F015.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F016.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F018.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F019.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F021.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M000.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M001.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M002.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M003.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M004.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M005.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M006.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M009.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M010.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M012.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M013.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M014.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M015.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M016.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M017.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M019.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M020.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M021.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M024.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M025.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M026.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M027.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M028.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M031.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M033.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M035.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M036.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M039.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M040.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M041.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M042.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M043.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M044.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F010.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F011.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F012.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F013.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F015.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F017.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F018.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F019.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F021.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F022.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F023.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F024.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F025.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F026.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F027.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F028.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F029.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F030.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F032.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F033.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F034.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F035.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F036.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F037.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F039.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F040.wav
sadness,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_F041.wav
sadness,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M003.wav
sadness,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M004.wav
sadness,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M005.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M009.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M010.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M011.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M012.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M013.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M015.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M016.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M017.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M018.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M019.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M020.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M021.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M023.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M024.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M025.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M026.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M027.wav
sadness,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M028.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M029.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M030.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M031.wav
sadness,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M035.wav
sadness,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M036.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M037.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M038.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M039.wav
sadness,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M041.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M042.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M043.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02M_script01_1/Ses02M_script01_1_M044.wav
fear,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F000.wav
fear,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F001.wav
fear,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F002.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F005.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F006.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F007.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F008.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F009.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F010.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F012.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F013.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F014.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F015.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F016.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F017.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F019.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F020.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F021.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F022.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F023.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F024.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F025.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F026.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F027.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F028.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_F029.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M001.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M004.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M005.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M007.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M008.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M009.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M010.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M012.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M013.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M014.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M015.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M016.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M017.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M018.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M019.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M020.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M021.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M022.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M023.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M024.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M025.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M026.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M028.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M029.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M031.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M032.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M033.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M034.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F007.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F011.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F012.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F013.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F014.wav
joy,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F016.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F017.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F018.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F019.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F020.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F022.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F024.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F025.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F026.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F028.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F029.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F030.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F031.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F032.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F034.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F035.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F036.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F037.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F038.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F039.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F040.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F041.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F042.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F043.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M000.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M001.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M006.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M007.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M009.wav
neutral,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M011.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M012.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M013.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M015.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M019.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M021.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M022.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M023.wav
anger,../data/clean_audios/iemocap/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M027.wav
