audio_data,emotion
"[-0.00323036 -0.00164356  0.00065702 ...  0.00117025  0.00112935
  0.00106866]",joy
"[-0.00102287  0.00066352  0.00048954 ...  0.00036893  0.00039045
  0.00046034]",joy
"[-7.1640732e-04  4.9125643e-05  3.4488272e-04 ...  1.3652940e-03
  7.1505015e-04 -2.3584894e-04]",joy
"[-1.0955337e-03 -1.1496155e-03 -1.1858204e-03 ... -4.4185753e-04
 -3.1251613e-05  1.2317885e-04]",sadness
"[ 0.00077247  0.00073768  0.0005407  ... -0.00108581 -0.00098915
 -0.00095171]",neutral
"[ 4.5151333e-04 -4.7092610e-05 -6.0106051e-04 ...  4.3814476e-03
  9.4565441e-04 -1.1519411e-03]",anger
"[-0.00238826  0.00299987  0.00491971 ... -0.00262229 -0.00300729
 -0.00321895]",anger
"[ 2.5507426e-04  6.8657115e-05 -2.9784804e-05 ...  1.4750383e-02
  1.3919749e-02  1.4883917e-02]",anger
"[-0.00135537 -0.0013083  -0.00130822 ... -0.00089636 -0.0021108
 -0.00354361]",neutral
"[-2.4133753e-02 -2.4243757e-02 -2.3646656e-02 ...  3.2296979e-05
  4.1939282e-05 -9.4145027e-05]",anger
"[-0.03153263 -0.02913931 -0.02406615 ... -0.00861731 -0.0037984
  0.00254364]",anger
[0.00118362 0.00125357 0.00112465 ... 0.00098008 0.0010308  0.00103319],neutral
[0.02275203 0.02371214 0.02412091 ... 0.01067822 0.00812001 0.00928916],anger
[0.00072904 0.00065138 0.00055216 ... 0.0013279  0.00152912 0.001549  ],anger
"[ 0.00039698  0.00056039  0.00066841 ... -0.00378292 -0.00338192
 -0.0030399 ]",anger
"[-0.00512179  0.00438363  0.00877662 ...  0.00738704  0.00728424
  0.00705698]",anger
"[-0.00120642 -0.00052485 -0.00021069 ... -0.00232123 -0.00191664
 -0.00133673]",anger
[0.00063183 0.00086671 0.00089679 ... 0.00065508 0.00068218 0.00084194],anger
"[-0.01337874 -0.01089761 -0.00901384 ...  0.02959409  0.03311637
  0.03360961]",anger
"[ 0.00142434  0.00131123  0.001164   ... -0.00099299 -0.00083742
 -0.00089143]",neutral
"[ 2.1537955e-05 -1.0915534e-04 -2.7058239e-04 ... -1.3939342e-03
  2.9011327e-04  1.8210276e-03]",anger
"[ 0.00398935  0.00477702  0.00517059 ... -0.00139149 -0.0021215
 -0.00269628]",anger
"[-0.00015275 -0.00018028 -0.00020596 ...  0.00074397  0.00043783
  0.00012262]",anger
[0.02113957 0.02333299 0.02038256 ... 0.01829742 0.02648249 0.0338916 ],anger
"[ 0.00028275 -0.00074759 -0.00101583 ...  0.04049499  0.03932531
  0.03681837]",anger
"[-7.5251348e-03 -3.3494446e-03  1.5651471e-03 ... -3.4756814e-03
 -1.8653218e-03  6.2391104e-05]",anger
"[ 0.02429145  0.02561255  0.02590982 ... -0.03186798 -0.02304025
 -0.01502721]",anger
"[-0.0358648  -0.01986334 -0.00459951 ... -0.00499484  0.0034009
  0.01439985]",anger
[0.00087209 0.00073417 0.0003119  ... 0.00041004 0.00057274 0.00068847],anger
"[-0.00086138 -0.00091975 -0.0014251  ... -0.00129951 -0.00030103
  0.00039536]",anger
"[ 0.00361583  0.00349268  0.00351185 ... -0.00114207 -0.00118068
 -0.00101855]",anger
"[ 9.6484943e-04  8.3276530e-04  6.2889041e-04 ...  8.8691602e-05
  6.2687403e-05 -2.3406701e-06]",anger
"[-0.00442064 -0.00514766 -0.00567954 ...  0.00090309  0.00079635
  0.00110736]",anger
"[ 0.00027893  0.00021453  0.00022241 ... -0.00051128 -0.00075146
 -0.00101481]",surprise
"[-0.00126484 -0.00100404 -0.00076934 ...  0.00943402  0.00944
  0.00907322]",joy
[0.0003854  0.00037329 0.00056443 ... 0.00132581 0.00117634 0.00089819],joy
"[3.2474755e-04 3.3320559e-04 3.1789936e-04 ... 6.5701897e-05 1.9626402e-04
 3.3941591e-04]",joy
[0.0024393  0.00239268 0.00253424 ... 0.00405901 0.00431412 0.00462321],joy
[0.00768941 0.00701624 0.00631036 ... 0.00418878 0.00365972 0.00334219],neutral
"[ 0.00358726  0.00702295  0.00572977 ... -0.00015657 -0.00047493
 -0.00075035]",neutral
"[-0.00094279 -0.00064903  0.00044468 ...  0.00442846  0.00377795
  0.00290785]",joy
"[ 0.00097804  0.0010292   0.00108263 ... -0.00097365 -0.00105027
 -0.00100548]",joy
[0.00028565 0.00042123 0.00036389 ... 0.00018591 0.00015192 0.00025114],sadness
"[ 0.00095175  0.00114332  0.00126978 ... -0.0007069  -0.00085386
 -0.00085522]",sadness
"[-0.00506298 -0.0054589  -0.00576867 ... -0.00044346 -0.00059863
 -0.00073641]",sadness
[0.00316531 0.00492535 0.00584872 ... 0.026842   0.02141493 0.01619114],sadness
"[-0.00110187 -0.00121066 -0.00136369 ... -0.00045714 -0.00038186
 -0.00056408]",joy
"[8.9034869e-04 8.5699279e-04 7.9685065e-04 ... 5.2502444e-05 2.5506102e-05
 5.5609518e-05]",joy
[0.00261545 0.00316858 0.00371155 ... 0.00396211 0.00396507 0.00397844],joy
"[-0.01061678 -0.01071458 -0.01086079 ... -0.00339359 -0.00280144
 -0.00248484]",joy
"[ 0.00077318  0.00052362  0.00022139 ... -0.00109771 -0.00124238
 -0.00116528]",joy
"[ 0.00076647  0.00085432  0.00066498 ... -0.00044765 -0.00039737
 -0.00048802]",joy
"[ 0.00162644  0.00181857  0.00183444 ... -0.03245899 -0.03254262
 -0.03212471]",joy
"[ 0.00338285  0.00361551  0.00388067 ... -0.00145025 -0.00188435
 -0.00225015]",joy
"[ 0.00047551  0.00048978  0.00044732 ... -0.00097749 -0.00152693
 -0.00222636]",joy
"[ 0.0072814   0.00667332  0.00559484 ... -0.01492055 -0.01274454
 -0.01125507]",joy
"[ 0.00240767  0.00181666  0.00175097 ... -0.00190251 -0.00201998
 -0.00192758]",joy
"[ 1.2979957e-03  1.1205209e-03  1.0667366e-03 ... -1.5585771e-05
 -1.0935614e-05 -1.7953526e-04]",sadness
"[ 3.7587160e-04  9.3129784e-05 -5.4517190e-04 ...  6.6054345e-04
  5.3869729e-04  4.9955008e-04]",sadness
"[ 1.29742455e-03  1.25505379e-03  1.24976237e-03 ... -4.66526835e-05
 -1.78658709e-04 -1.03219485e-04]",sadness
"[-0.00065257 -0.00064364 -0.00067382 ... -0.0157094  -0.01770042
 -0.01595636]",sadness
"[ 0.00063064  0.00063606  0.00043028 ... -0.00072102 -0.00073046
 -0.00031534]",joy
[0.00141495 0.00165963 0.00205096 ... 0.00043405 0.00035005 0.00068145],neutral
[0.00025357 0.00015989 0.00013234 ... 0.00237902 0.00223782 0.00209553],surprise
"[-0.00022394 -0.00027787 -0.00026958 ... -0.00283473 -0.00280334
 -0.00276557]",neutral
"[-0.00168957 -0.0014856  -0.00117351 ... -0.00597898 -0.00573462
 -0.00539136]",joy
"[-0.0013061  -0.00131757 -0.00115826 ... -0.0011884  -0.00060429
 -0.00025086]",joy
"[-2.4719507e-04 -2.6846520e-04 -3.8782944e-04 ... -3.5042517e-04
 -7.6944896e-05  1.2730953e-04]",joy
"[ 0.00041359  0.00053617  0.00069867 ... -0.00217282 -0.00203444
 -0.0019388 ]",joy
"[-0.00039388  0.00034549  0.00043815 ...  0.00498535  0.00523542
  0.0054231 ]",joy
"[-0.0009819  -0.00094881 -0.00089612 ... -0.00280975 -0.00299421
 -0.00298391]",joy
"[-7.0133153e-03 -9.1142021e-03 -1.0399865e-02 ...  3.1174719e-04
 -1.7946164e-05 -2.5699107e-04]",sadness
"[-1.1084570e-02 -1.0763351e-02 -9.4172359e-03 ... -5.7936559e-05
 -6.1234779e-05 -2.1844030e-04]",sadness
"[-0.00201921 -0.00191673 -0.00174041 ... -0.0005486  -0.00061368
 -0.00048633]",sadness
"[-0.00279105 -0.0027025  -0.00250004 ... -0.00061967 -0.00061861
 -0.00077434]",sadness
"[ 2.8847318e-04  2.8739811e-04 -2.6396522e-04 ... -1.8535524e-04
 -6.1720493e-05  4.2811720e-05]",sadness
"[-0.00092599 -0.00284686 -0.00413107 ... -0.0081294  -0.00617259
 -0.00077349]",sadness
"[-0.0010311  -0.00110484 -0.00126667 ... -0.01642213 -0.01620037
 -0.01338788]",sadness
"[4.2088907e-03 6.2174737e-03 1.2681644e-02 ... 9.0294547e-05 2.8969930e-04
 2.7390660e-04]",sadness
[0.00136716 0.00108138 0.00055438 ... 0.00163602 0.00163085 0.00182276],sadness
"[-0.00520236 -0.00469877 -0.00474894 ...  0.01100989  0.00851509
  0.00536904]",sadness
"[ 0.01002682  0.01016706  0.01073768 ... -0.00052708 -0.00043658
 -0.00023445]",sadness
"[-1.5614355e-02 -1.6583085e-02 -1.6776131e-02 ... -9.8175427e-05
 -5.6779645e-05 -6.8767375e-05]",sadness
"[ 2.3737784e-04 -8.9614376e-05 -2.2118322e-04 ... -4.0752822e-04
 -2.9607280e-04 -1.6392404e-04]",sadness
"[ 0.00210943  0.00195532  0.00204973 ...  0.00025909  0.00216959
 -0.00240935]",sadness
"[-0.00078884 -0.00115712 -0.00143624 ...  0.00881034  0.0094269
  0.01033343]",sadness
"[-2.9612792e-04 -5.9971753e-05 -1.4930914e-04 ...  6.2018852e-03
  4.7954964e-03  2.4443851e-03]",sadness
"[-0.00159535 -0.00161967 -0.00161822 ... -0.00312776 -0.00337762
 -0.00343102]",sadness
"[ 2.3269223e-03  3.1508855e-03  2.9589753e-03 ...  9.5748919e-04
  3.8487767e-04 -6.9743663e-05]",joy
"[-0.00040665 -0.00023285 -0.00012651 ... -0.00046141 -0.00050994
 -0.00052544]",joy
"[-0.00223406 -0.00219093 -0.00270185 ... -0.00067524 -0.00214849
 -0.00324781]",neutral
"[ 0.00192195 -0.00245339 -0.00139769 ... -0.02001965 -0.02038782
 -0.02076278]",neutral
"[-0.00136517 -0.00266082 -0.00492264 ... -0.00520699 -0.00615061
 -0.00801994]",neutral
"[-0.01354114 -0.01642    -0.01795345 ...  0.01460821  0.02900387
  0.03307128]",neutral
"[-0.00515192 -0.00520528 -0.00530244 ... -0.04057371 -0.0469169
 -0.04689518]",neutral
"[ 4.6113795e-03  8.0375001e-05 -6.3699684e-03 ... -1.9749850e-03
 -1.0746974e-03  3.9548529e-03]",neutral
"[-0.0610841  -0.04958701 -0.03261704 ... -0.02168827 -0.01744076
 -0.01515952]",neutral
"[-0.00185625 -0.00150375 -0.00134635 ... -0.00213504 -0.00129107
 -0.00031654]",neutral
"[-0.01517186 -0.01790125 -0.02015689 ...  0.00268418  0.00160155
  0.00079884]",neutral
[0.00458812 0.01739729 0.02390639 ... 0.01069884 0.00917065 0.00768285],neutral
"[ 1.6546675e-03  1.3341116e-03  9.6600462e-04 ... -5.5868196e-04
  1.4605408e-05  8.4468903e-04]",neutral
"[ 0.00047437 -0.00108979 -0.00050824 ...  0.00569821  0.00913144
  0.01253647]",neutral
"[-0.00056591 -0.00048382 -0.00082852 ...  0.00206377  0.00145494
  0.00137092]",neutral
"[-0.01077024 -0.00805645 -0.00519847 ...  0.00561903  0.00683705
  0.0108935 ]",neutral
"[-0.00023544 -0.00071312 -0.00115887 ...  0.01890535  0.01857371
  0.01682974]",neutral
"[-1.3223729e-05  2.4596558e-04  6.4952188e-04 ...  5.0562806e-03
  2.9189109e-03  1.7025328e-04]",neutral
"[-2.2725144e-03  1.5916128e-05  6.4485735e-05 ...  1.6626486e-03
 -3.4417359e-03 -5.2879555e-03]",anger
"[ 0.01268687  0.00241098 -0.00542454 ... -0.0165514  -0.02353505
 -0.02935181]",anger
"[ 0.00060191  0.00179191  0.00382576 ... -0.00354087 -0.00413336
 -0.00448454]",anger
"[ 0.00186211  0.00186354  0.00180919 ... -0.0044718  -0.00599173
 -0.00649156]",neutral
"[-0.00760114 -0.01291307 -0.01787743 ... -0.00501087 -0.0077984
 -0.00967002]",neutral
"[-0.00798201 -0.00759706 -0.00686202 ...  0.00043209  0.00053697
  0.0007159 ]",neutral
"[ 0.00066521  0.00055995  0.00063396 ... -0.00354392 -0.00251478
 -0.00089406]",neutral
"[-0.00126558 -0.0022307  -0.00242086 ... -0.00297172  0.00216727
  0.00590315]",neutral
[0.00791982 0.00693752 0.00567306 ... 0.00587083 0.00668798 0.00781738],neutral
[0.00207756 0.00299535 0.00363961 ... 0.00527707 0.00350478 0.00173986],neutral
"[ 0.06408475  0.06386876  0.05719854 ... -0.00828084 -0.00656044
 -0.00461393]",anger
"[-0.03404471 -0.03879499 -0.03353008 ... -0.01115036 -0.00980197
 -0.00873934]",anger
"[ 0.00318664  0.00200241  0.00151318 ... -0.00088712 -0.00043436
  0.00016033]",anger
"[-0.00091587 -0.00111086 -0.00120551 ...  0.00020312  0.0007339
 -0.00059136]",anger
"[-0.01223416 -0.01364107 -0.01531369 ... -0.0875112  -0.08173116
 -0.08070195]",anger
"[-0.01295744 -0.26889113 -0.24310198 ... -0.00376864 -0.00441252
 -0.00415776]",anger
[0.01838852 0.01843905 0.01422153 ... 0.00482985 0.00550817 0.00487569],anger
"[-0.00455364  0.00329875  0.01052081 ... -0.00450964 -0.00156102
  0.00130176]",anger
"[-0.00052445 -0.0006251  -0.0006377  ...  0.00163348  0.00021333
 -0.00108175]",anger
"[-0.00516623 -0.00423653 -0.00306455 ...  0.0243631   0.02225493
  0.01983295]",anger
"[-0.00832938 -0.00998209 -0.01153068 ...  0.00939049  0.00815691
  0.00705412]",anger
"[-1.5638376e-03 -8.2933996e-04  5.0283474e-05 ... -5.7301354e-03
  4.0668380e-03  4.9286829e-03]",anger
"[ 1.6359482e-03  7.6086652e-03 -2.5234313e-03 ...  3.0279020e-04
  1.1432741e-04  5.0947065e-06]",anger
"[-0.00752422 -0.00608738 -0.0043934  ...  0.0034133   0.00726197
  0.01151017]",anger
[0.01565034 0.01038631 0.00715771 ... 0.00112746 0.00070526 0.00067044],anger
"[ 0.00166833  0.00255743  0.00326762 ... -0.00070683 -0.00060123
 -0.00067765]",neutral
"[-0.00147056 -0.00052409 -0.00013401 ...  0.00059366  0.00038676
 -0.000509  ]",anger
"[-0.00780335 -0.007134   -0.00653341 ... -0.04292171 -0.04219915
 -0.04433061]",anger
"[-0.00084895 -0.00065066 -0.00052651 ... -0.008066   -0.00864461
 -0.0089148 ]",anger
"[-0.00087985  0.00190382  0.00583022 ... -0.00528392 -0.00557166
 -0.00623199]",anger
"[-0.01615872 -0.01701423 -0.01804398 ... -0.00417025 -0.00366075
 -0.00286836]",anger
"[-0.00025709 -0.00040907 -0.0004986  ... -0.00155741 -0.0013797
 -0.00125226]",neutral
"[-0.00176906 -0.00160347 -0.00146547 ... -0.00058247 -0.00069915
 -0.00089938]",anger
"[-0.00124972 -0.00150156 -0.00166515 ...  0.01431399  0.01410921
  0.01393288]",anger
"[ 0.00498487  0.00231469 -0.0014063  ...  0.00192954  0.00244426
  0.00276834]",anger
[0.01012193 0.00751217 0.00524462 ... 0.00706397 0.00838674 0.01046047],anger
"[-0.00276116 -0.00490154 -0.00652844 ... -0.02824032 -0.03724137
 -0.04343078]",anger
"[-0.03245876 -0.03688493 -0.03764891 ...  0.00504878  0.0042722
  0.00385742]",anger
"[ 0.06743665  0.06387506  0.04824303 ... -0.00195269 -0.00202817
 -0.0020323 ]",anger
"[-0.00675299 -0.00787265 -0.00943966 ... -0.01141372 -0.01327546
 -0.01409623]",anger
"[ 0.00400061  0.00457216  0.00343798 ... -0.00420886 -0.00415331
 -0.00382012]",anger
"[-0.00173958 -0.00036937  0.00072533 ... -0.00266925 -0.00272104
 -0.00258266]",anger
"[-0.00606606 -0.00514368 -0.00491508 ... -0.01316319 -0.00307813
  0.00433832]",anger
[0.00083344 0.00091381 0.00094521 ... 0.00085666 0.00068608 0.0005838 ],anger
"[-2.1608765e-05 -8.8481623e-04 -1.0937561e-03 ... -3.1707394e-03
 -3.2333140e-03 -3.3306447e-03]",anger
[0.05936405 0.05615701 0.05018511 ... 0.01998108 0.01919935 0.01779792],anger
[0.0008929  0.00169358 0.00191379 ... 0.00055549 0.00073445 0.00082847],anger
"[ 0.00053787  0.0008239   0.00022196 ... -0.01401067 -0.01740734
 -0.01649367]",anger
"[ 0.01497823  0.00895674  0.00121857 ... -0.03070958 -0.03445473
 -0.04215042]",anger
[0.00242918 0.00211146 0.00170343 ... 0.00016907 0.00049369 0.00063954],anger
"[-0.00510816 -0.00467224 -0.00399897 ... -0.02435647 -0.02690725
 -0.02976805]",anger
"[ 4.2704135e-02  3.9748400e-02  3.4076363e-02 ... -4.6241665e-04
 -1.0424502e-04  7.2452429e-05]",anger
"[-0.00085425 -0.00011565  0.00090737 ...  0.01467917  0.00897492
 -0.00041417]",anger
"[ 0.0014036   0.00198666  0.00312649 ... -0.00676192 -0.0039667
 -0.00220092]",anger
"[-0.01229464 -0.01212463 -0.01204102 ...  0.00095426  0.00085594
  0.00079013]",anger
"[-0.00060977 -0.00055648 -0.00038736 ... -0.00065406 -0.00041168
 -0.0006891 ]",anger
"[-4.0513769e-06  1.6059345e-04  1.7535323e-04 ...  5.9905807e-03
  6.3658231e-03  6.7571150e-03]",anger
"[-0.0062926  -0.0073505  -0.00822491 ... -0.00108775 -0.00017441
 -0.00126768]",anger
"[-0.00363952 -0.00107014  0.00143527 ... -0.00511917 -0.00576651
 -0.00588386]",anger
[0.00179313 0.00199044 0.00217671 ... 0.00135637 0.0016645  0.00238558],anger
"[-0.00138215 -0.00115931 -0.00121866 ... -0.00895705 -0.00890658
 -0.00830663]",anger
"[-0.00353459 -0.00424676 -0.00516477 ...  0.02370976  0.02162484
  0.01904169]",anger
"[-0.00065974 -0.00312132 -0.00255303 ... -0.00485158 -0.00320457
 -0.00207428]",neutral
[0.00247685 0.00308486 0.00337366 ... 0.01227687 0.01242118 0.01062591],neutral
"[-0.00151806  0.00202848  0.00040054 ...  0.0010143   0.00103452
  0.00073247]",neutral
"[ 0.00134361  0.0011617   0.00107743 ...  0.00169836 -0.00045439
 -0.00184992]",neutral
"[ 0.01042191  0.00684811  0.00485688 ... -0.00148125 -0.00125975
 -0.00110629]",neutral
"[ 0.00628592  0.00536539  0.00404938 ...  0.01254892  0.00517759
 -0.00369454]",neutral
"[ 0.00739713  0.00734917  0.00739957 ... -0.0018028  -0.00173635
 -0.00204135]",neutral
"[-0.00554728 -0.00723492 -0.00817554 ... -0.0076843  -0.01318977
 -0.01724616]",neutral
"[-0.01174014 -0.0126772  -0.01385454 ... -0.01056375 -0.0103054
 -0.01010794]",neutral
"[-0.00087922 -0.00104219 -0.00095812 ... -0.00329858 -0.00131642
  0.00064251]",neutral
"[-0.00096393 -0.00059143 -0.00073659 ...  0.01300866  0.01114249
  0.00932305]",neutral
"[ 0.01374076  0.01124722  0.00771648 ... -0.00762192 -0.00861905
 -0.01061999]",anger
"[-0.00260162 -0.00164986 -0.00077056 ... -0.00648541 -0.00768477
 -0.00880381]",neutral
"[-0.00579708 -0.00563696 -0.00650909 ...  0.01208658  0.00950497
  0.00650541]",neutral
"[ 0.00253766  0.0036443   0.00410714 ... -0.00875311 -0.00770815
 -0.00640713]",anger
"[-0.01291759 -0.01353712 -0.01333398 ... -0.01605494 -0.01428411
 -0.01181175]",anger
[0.01075731 0.00942066 0.00798979 ... 0.00760086 0.00851905 0.00848747],neutral
"[ 0.00036789  0.00054662  0.00065473 ... -0.01773889 -0.01584226
 -0.01157352]",neutral
[0.02195035 0.0220843  0.02230451 ... 0.00294946 0.00597302 0.0076519 ],neutral
[0.0103896  0.01496183 0.01796345 ... 0.01322721 0.01156988 0.01004152],neutral
"[ 0.00266211  0.0065593   0.01258645 ... -0.0179138  -0.01997894
 -0.02036364]",neutral
[0.01088591 0.01031803 0.00957527 ... 0.00086732 0.00127769 0.0015882 ],neutral
"[ 0.00056884 -0.00038638 -0.00104719 ... -0.01000888 -0.00844771
 -0.00718203]",neutral
[0.00378267 0.00588831 0.00719147 ... 0.00198001 0.0017612  0.00066982],neutral
"[ 0.00138013  0.00132206  0.00199689 ... -0.01851066 -0.01732704
 -0.01618253]",neutral
"[-0.01069454 -0.01125719 -0.01164441 ...  0.00548305  0.00439814
 -0.00271281]",neutral
"[-0.00288698 -0.00265915 -0.00227101 ... -0.00063276 -0.00040336
 -0.00026342]",neutral
"[-0.01566619 -0.01538249 -0.01582491 ...  0.0034353   0.00355732
  0.00389422]",neutral
"[-1.7627148e-05 -6.4628686e-05 -1.4703696e-04 ... -2.1907291e-03
 -2.0010211e-03 -2.0461807e-03]",neutral
[0.00783935 0.00341341 0.00155813 ... 0.00904519 0.01578492 0.02390979],anger
"[ 6.5199593e-03  3.0943160e-03 -1.6882480e-03 ... -1.0060145e-03
  3.4402794e-05  3.9662031e-04]",anger
[0.0144903  0.01510892 0.01762231 ... 0.00831149 0.02091695 0.02088981],anger
"[ 0.02748956  0.00348476  0.00134386 ... -0.00370282 -0.00270425
 -0.0019665 ]",anger
"[-0.01441937 -0.01043076 -0.00660636 ... -0.05380485 -0.07691337
 -0.08630609]",anger
"[ 0.00193117  0.01169235  0.01784079 ... -0.01330769 -0.01290449
 -0.01243376]",anger
"[ 0.02070694  0.01835301  0.01001851 ... -0.00623759 -0.00696435
 -0.00563548]",anger
"[ 0.00030257  0.00032261  0.00017612 ... -0.00058475 -0.00046187
 -0.00037911]",neutral
[0.02226428 0.01814956 0.01472306 ... 0.00266109 0.00225551 0.00207427],neutral
"[-3.5409979e-04 -1.9533257e-04  6.4537468e-05 ...  9.4281731e-04
 -1.7895285e-04 -4.3272067e-04]",neutral
[0.00015791 0.0007266  0.00076027 ... 0.00306545 0.00373469 0.00261154],neutral
"[-0.0016705  -0.00157163 -0.00122847 ... -0.00274681 -0.00281
 -0.00296789]",anger
"[-0.00241594 -0.00236909 -0.00201626 ... -0.00247992 -0.00101247
 -0.00013806]",anger
[0.01714033 0.02030601 0.02191817 ... 0.00939252 0.00894629 0.00835454],anger
"[-0.00063452 -0.00059496 -0.00033976 ...  0.00176161  0.00404528
  0.00657715]",anger
"[-0.00075505 -0.00083748 -0.00081085 ... -0.00062215 -0.00045343
 -0.0004185 ]",neutral
"[-0.00171187 -0.00129606 -0.00097072 ... -0.00080253 -0.00028862
 -0.0003263 ]",neutral
"[-0.00556108 -0.00497904 -0.006069   ...  0.00540365  0.00330487
  0.00072822]",fear
"[4.9114117e-04 2.1388083e-04 8.3792635e-05 ... 9.4396959e-04 7.7627855e-04
 4.3820337e-04]",fear
[0.00591361 0.00727611 0.00756952 ... 0.02174722 0.01294223 0.00525473],joy
"[-0.00880709 -0.0106137  -0.01205921 ... -0.00339632 -0.0051241
 -0.00798322]",sadness
[0.00525324 0.00630876 0.00736907 ... 0.01241766 0.0182691  0.0240498 ],sadness
"[ 0.00086471  0.00066173  0.00030862 ... -0.00327492 -0.00385576
 -0.00422361]",joy
"[ 0.03039681  0.03088233  0.03034782 ... -0.00704189  0.00045855
  0.00712469]",joy
"[-0.00067671 -0.00092538 -0.00153612 ... -0.00474888 -0.00923994
 -0.01543992]",joy
"[-0.00916745 -0.00885964 -0.00831712 ...  0.00625575  0.00447556
 -0.00998599]",joy
"[-0.00140187 -0.00051483 -0.00016301 ...  0.00431906  0.00384302
  0.00268739]",joy
"[ 0.11605627  0.08101366  0.0582922  ... -0.00101584 -0.00056124
 -0.00018833]",neutral
"[-6.5113381e-05 -2.0084721e-04 -3.6971120e-04 ...  1.7727379e-03
  8.3111273e-04  1.1557159e-03]",neutral
"[-0.00132288 -0.00120857 -0.00325517 ...  0.01688991  0.02623483
  0.0455553 ]",joy
"[-0.02055876 -0.02259622 -0.02479695 ...  0.00621293  0.00577453
  0.0054373 ]",joy
"[-0.02482702 -0.03357377 -0.03863052 ... -0.01244752 -0.0113496
 -0.0109402 ]",joy
"[-0.00044368 -0.00032341 -0.00022636 ...  0.00168218 -0.00445837
 -0.00170055]",joy
"[ 0.03498343  0.03130184  0.02965961 ... -0.00708239 -0.00624721
 -0.00556895]",joy
"[-0.00042528 -0.00039087 -0.00025172 ...  0.00113956  0.00099305
  0.00093752]",joy
"[-4.0296101e-04 -7.4065139e-04 -9.6278742e-04 ...  1.2772607e-03
  7.1247912e-04  2.5488647e-05]",neutral
"[-0.01095755 -0.01212383 -0.01373949 ... -0.01481784 -0.01406872
 -0.01288634]",surprise
"[-0.00189313 -0.00180289 -0.0016035  ... -0.0015128  -0.00169124
 -0.00185615]",surprise
"[-8.4163249e-04 -9.9893217e-04 -1.2229227e-03 ...  2.3370022e-04
  1.8187443e-04  2.4215617e-05]",sadness
"[-0.001139   -0.00090659 -0.00071291 ... -0.00175277 -0.00165159
 -0.00156409]",sadness
"[-0.00090897 -0.00161188 -0.00220558 ...  0.00694107  0.00738421
  0.00871052]",anger
"[ 2.4672297e-03  3.6129630e-03  4.5334147e-03 ...  2.6767988e-05
 -1.1484847e-04 -1.9235510e-04]",sadness
"[ 0.00034291  0.00324376  0.00396578 ...  0.0065387   0.00357508
 -0.00033823]",anger
"[ 0.00237143 -0.00312067 -0.0045775  ...  0.01283249  0.01088367
  0.00878463]",anger
[0.00881251 0.0088495  0.00818214 ... 0.00685979 0.0086551  0.01011867],anger
"[-1.2977462e-03 -1.2939755e-03 -1.1492099e-03 ... -2.3769718e-04
 -3.1065683e-05 -4.4416371e-05]",anger
"[1.0900807e-04 1.8769712e-04 8.5053551e-05 ... 9.8633561e-03 7.9790317e-03
 4.8298808e-03]",anger
"[ 2.4498976e-04  6.4290129e-05 -2.2579712e-04 ... -1.6884996e-02
 -1.6101273e-02 -1.4653993e-02]",neutral
"[-0.00367769 -0.00639561 -0.00814105 ... -0.01222361 -0.01423629
 -0.01573059]",anger
"[-0.00073998 -0.00043973 -0.00027208 ...  0.01693404  0.01777278
  0.01692987]",anger
"[-0.00068399 -0.00084401 -0.00060298 ... -0.02646875 -0.02521141
 -0.02358616]",anger
"[-0.00072101 -0.00073973 -0.00072797 ...  0.000679    0.00088409
  0.00100379]",neutral
[0.00866884 0.00976098 0.01104741 ... 0.0004964  0.00153912 0.00140392],neutral
"[-0.01146816 -0.01031884 -0.00962513 ...  0.00897137  0.0104926
  0.01137609]",anger
"[-0.00610876 -0.00645519 -0.00620905 ... -0.00129215 -0.00189498
 -0.0021221 ]",anger
"[-0.02060966 -0.02009282 -0.01700643 ...  0.00063574  0.00134632
  0.00143144]",anger
"[-0.01481023 -0.01546031 -0.01555883 ...  0.00923296  0.01276851
  0.01523652]",anger
"[-0.00062212 -0.00050949 -0.00067356 ...  0.00534234  0.00345812
 -0.0062111 ]",sadness
"[ 0.00035954  0.00031088  0.00056023 ... -0.00216839 -0.00112234
 -0.00029792]",anger
"[-0.00067267 -0.00047805 -0.00027491 ... -0.00160634 -0.00115771
 -0.00076353]",anger
"[ 0.01258237  0.01362689  0.01400356 ... -0.00076205 -0.00087943
 -0.00098341]",anger
"[-0.00093339 -0.00084479 -0.00082269 ... -0.00212601 -0.00189445
 -0.00158412]",sadness
"[ 0.00098646  0.00093805  0.00067464 ... -0.00026844 -0.00024903
 -0.00026022]",sadness
[0.01151982 0.00914624 0.00838809 ... 0.01132172 0.00895378 0.0083098 ],sadness
[0.00134505 0.00135851 0.00169312 ... 0.00163065 0.00194396 0.00194744],sadness
"[ 0.00070413  0.00063713  0.00050724 ... -0.00343738 -0.0032769
 -0.00323656]",sadness
"[-0.00151165  0.00159485  0.00513923 ... -0.00101875 -0.00064511
 -0.00032875]",sadness
"[-0.00105594 -0.00073463 -0.00051437 ... -0.007663   -0.00800242
 -0.00792165]",sadness
"[-0.00060203 -0.00054984 -0.00028814 ...  0.00073644  0.00049474
  0.0001837 ]",sadness
"[ 0.00124688  0.00134913  0.00138663 ... -0.00049391 -0.00082257
 -0.0011218 ]",sadness
"[-0.01625823 -0.01685581 -0.01753135 ...  0.00092513  0.00019161
 -0.00064689]",sadness
